VMail Message;Day Mins;Eve Mins;Night Mins;Intl Mins;Area Code;Phone
0;193.3;128.3;162.1;11.6;415;368-5437
24;217.2;138.7;139.3;11.3;408;418-8170
0;209.5;172.8;94.1;8.8;408;403-9417
0;95.4;207.2;136;5.6;408;330-6165
26;214.6;205.2;134.6;8.1;408;412-4185
0;131.6;211.3;168.3;11.1;415;409-4734
0;168.4;217.1;81.6;11.8;415;348-9828
0;146.4;176.6;212.6;7.8;408;418-8850
0;183;206.7;203.8;11.1;415;330-8351
0;103.3;245.9;161.1;6.4;415;347-7773
28;112.2;154.8;166.7;10.6;408;392-6841
0;170.7;179.1;281.9;8.2;510;354-2189
0;172.5;142.6;102;10.9;510;349-9060
30;194.3;243.2;322.2;7.1;510;334-1311
32;187.8;129.8;132.3;12;408;415-3120
26;307.1;289.4;174.9;8;415;387-5891
0;118.2;167.2;214.2;12.2;415;368-8026
0;154;205.9;233.7;12.9;510;332-9446
0;155.5;213.4;237.9;7.6;408;393-5284
0;125.6;213;181.7;5.4;510;376-1677
0;199.3;224.2;140.1;15.2;415;392-2268
0;157.9;180.8;132.5;12.8;408;396-4311
0;203.4;167.7;132;9.2;415;363-4005
0;222.2;218.5;266;10.9;408;344-9966
39;92.8;271.2;167.1;5.8;408;337-7377
32;216.8;102.2;174;8.6;415;373-7037
0;193.2;194.4;186.5;9.7;415;356-7580
0;113.2;189.3;271.8;14.1;415;390-3401
36;166.2;238.8;108.8;11.2;415;350-9313
23;262.2;157;129.1;7.3;408;420-9009
0;207.8;195.7;184.8;13.1;415;415-2641
35;245.4;148.2;274;7.5;510;392-4929
0;287.1;178.4;153.2;14.4;408;346-5068
32;192.3;165.3;205;9;510;389-2631
0;194.2;242.1;215.8;9.7;510;368-3808
0;211;217;214.8;9.8;415;406-8599
12;141.9;228.9;195.1;8.7;415;386-7456
26;220.5;239.5;254.3;5.9;415;357-4936
0;157.4;145;281.8;9.3;415;397-7411
28;143.5;223.5;175.4;11.2;408;353-6218
0;156;56;163.3;8.9;415;369-5942
0;160.1;208.4;177.6;9.2;408;416-8543
0;235.1;251.8;285.9;7.2;415;358-4576
15;160;209.5;82.3;8.7;415;352-5118
0;188.4;165.9;205.7;13.2;510;408-2621
0;194.8;235.3;174.4;11;415;353-3994
0;247.8;130;134.3;6.9;510;367-4277
0;221.2;213.6;291.8;11.9;415;354-3237
26;118.5;213.9;132.6;13.4;510;394-8504
33;231.8;232.9;206.9;7.6;415;370-4139
25;215.9;257.9;180.2;11.6;415;382-6135
35;217.1;220.8;249.5;8;415;359-5718
0;83.5;221.1;349.7;12.6;415;385-3111
39;183.3;205.1;263.7;5.1;408;353-4880
0;236.8;265.3;152.4;9.5;415;343-7019
0;193.8;195.3;182.7;8.5;415;419-6133
25;134;206;180.6;9.7;510;350-7344
25;176.6;172.7;104.5;11.3;510;397-6064
0;191.4;205.4;205.7;10.2;415;363-6896
35;174.8;219.6;255.8;12.8;510;416-9021
0;275.2;180.2;159;7.9;408;408-3269
0;174;241.1;207.8;7.9;408;408-9463
0;165;249.7;170.3;12.6;415;340-7062
0;228.7;168.7;223.5;11.8;415;417-4309
0;107.9;235.8;228.6;9.5;415;421-2659
0;221.3;157.8;192.5;11.3;510;383-2017
0;141.1;211.4;103.7;5.9;415;411-6294
31;166.4;238.3;150.7;10.7;408;332-9525
28;249.6;227.2;239.9;7.6;415;401-5012
0;178.6;213.1;198;10.9;510;368-8835
0;139;224.9;170.8;15.7;510;351-1382
0;134.3;202.3;195.9;12.6;415;359-7694
0;215.9;240.1;156.7;4.9;415;419-5505
31;181.6;213.2;207.8;11.4;415;341-4570
0;178.4;168.3;120.5;9.3;415;366-6991
0;106.4;140.2;90.9;11.4;415;377-7399
0;170.7;240.2;119;11.4;510;377-9092
33;184.5;183.2;127.4;12.3;510;373-6681
37;161.2;204.2;231.5;8.9;510;417-7736
0;84.9;257.5;210.5;7.5;408;393-2812
0;217.9;230.1;232.1;10.6;510;398-3176
0;270.9;226.2;178.8;8.8;408;334-8694
0;243;183.9;184.3;15.3;510;369-5449
0;128.2;48.1;116.3;8.9;510;380-5246
0;126.3;168.8;154.6;9.8;408;390-3873
0;178.7;215.7;152.7;10.6;510;354-4568
0;159;255.1;82.4;10.1;510;339-6968
0;150.9;161.8;167.7;11.7;510;379-5933
24;219.9;208.5;352.5;8.1;415;365-5682
0;168;192.4;166.5;10.1;415;382-8518
34;162.1;171.8;259.8;9.6;510;356-8449
0;198.8;195.5;213.3;16.5;510;333-3460
0;256.8;230.1;143.6;9.1;510;375-8596
35;182.8;212.7;193.8;11;415;384-5907
38;196.8;254.2;261.8;7.7;408;373-2903
0;140.1;231.4;188.1;11.2;415;361-7702
0;194.3;189.9;232.2;9;415;388-5850
0;117.6;214;239.5;8.8;415;405-6298
0;193.7;186.6;223;11.6;415;368-2074
0;243.1;231.4;180.9;7.8;510;328-5050
0;145.4;129.3;186.4;5.2;415;395-5783
0;169.1;169.9;244.9;9.9;415;420-7301
0;229.3;184.5;168.2;8.8;510;328-2478
0;197.2;211.7;210.1;8.3;415;381-2460
33;186.4;201;286.7;11.1;510;390-9811
0;76.1;290.3;236.9;10.8;415;373-5670
0;162.8;185;219.5;6;415;351-7016
0;182.3;199.2;120.2;18;415;394-9934
0;194.4;247.8;245.4;11.2;510;422-8268
20;189.3;118.6;250.2;12.5;408;373-7690
22;160.1;168.7;23.2;9.5;415;366-9781
0;145;240.7;197.1;7.1;510;404-5427
0;220.7;119.3;165.1;11.5;415;389-9783
31;224.7;134.5;120.3;7.5;408;351-7005
0;147;162.3;162.9;10.5;408;348-2009
39;260.8;213.4;195.6;10.1;415;340-4236
0;155.4;164.1;157.7;9;415;348-1528
0;166.2;255.3;228.1;5.4;415;365-5039
0;211.8;260.5;144.2;10.8;415;411-1810
45;130.5;208.4;141.6;11;510;364-7644
0;162.7;292;183.3;8.7;415;335-9066
37;237.1;264.2;271.3;7.9;408;362-7581
0;166.2;217.6;220.2;13.2;408;346-1095
0;121.7;125.8;261.6;8.3;415;357-9136
0;176.4;201;150.4;11.2;510;390-7863
27;67.4;244;281.1;11.4;510;344-2416
0;229.7;336;192.8;9.6;415;373-1448
24;176;277.9;174.7;14.7;415;360-7076
0;247.7;269.5;167.3;9.6;408;413-2241
0;115.4;262.6;245.7;13.1;510;343-3961
0;112.2;209.6;260.9;13.9;510;375-4107
0;162.6;154;209.7;11.5;408;414-7410
0;229.4;214.1;289.6;10.4;415;351-2535
0;139.6;124.2;95.6;15;415;416-9615
0;263.8;251.3;200.1;8.4;415;377-1293
46;217.5;233.7;163.9;9;415;388-6479
14;114.3;199.8;194.7;7.5;415;390-2755
0;196.3;136.8;154.7;7.7;408;340-5930
0;253.2;188;142;4.4;510;401-3622
0;98;240.7;254.8;10.5;408;382-1104
0;249.4;211.5;169;9.1;408;355-9324
30;129.6;233;297;14.5;415;393-4843
0;221.3;267.6;111.5;9.3;415;401-4052
0;220.7;177.8;206.1;12.4;415;385-1830
0;87.6;262;184.6;9.2;408;348-7409
0;203.6;161.7;175.9;8.4;408;361-4910
0;213.6;234.9;229.6;8.8;415;415-6578
31;181.6;220.7;236.3;12.9;415;395-5015
22;215.4;328.7;160.5;7.8;510;369-6012
0;266.3;207.8;205;14;415;394-4520
0;199.2;175.1;210.6;10.2;510;380-5873
0;115;137.8;224;7.3;415;372-5384
0;270.5;230;136;9.6;408;419-1863
0;222.2;153.1;227.4;12.9;415;352-5697
0;61.9;262.6;212.5;8.8;510;373-4274
0;141.1;249.1;136;10.8;415;382-4024
0;189.2;184.4;255.8;10.6;415;395-9215
0;196;186;153;9.8;510;331-9149
0;171.6;205;170.6;13.8;415;347-3958
0;174;161.3;260.7;11.4;415;389-2540
0;78.6;187.3;184.2;7.4;510;399-3083
0;200.9;164.3;249;8.9;415;420-8308
0;141.3;253.6;215.8;6.4;415;384-7724
0;235.8;176;63.6;7.3;415;389-2114
0;185.1;165.1;111.6;6.3;510;335-4414
0;254.3;78.9;153.2;11.8;415;370-5361
0;183;214.8;206.4;8.7;510;374-5965
29;163.5;274.8;381.9;7.5;415;420-6414
0;207.9;210.5;109.6;7.7;408;392-2708
0;248.6;174.9;207.2;6.1;415;352-7234
31;185.4;197.6;147.1;14.5;415;337-9878
0;197.8;221;168.6;8.9;408;350-7288
0;132.1;138.9;192.6;9.1;415;415-8448
0;197.1;227.8;214;9.3;510;392-6331
0;154.6;184.2;217.4;12.6;415;392-3315
31;153.1;185.9;224.3;10;510;382-5401
0;211.2;231.1;220.9;6.3;408;389-7012
0;96.8;142.6;210.1;10.9;415;411-4714
0;172;276.4;193.7;10.1;510;343-3846
0;141.1;147.2;254.7;8;415;370-4395
29;151.1;244.7;154.4;13.8;408;422-4394
0;209.6;228.8;172.4;7.6;408;405-1780
32;247;125.6;226.5;10.5;415;393-2220
30;221.4;165.8;247;10.8;408;355-8299
0;321.3;167.9;193.6;8;408;379-8681
0;243.7;60;189;11.3;415;409-7034
0;251.5;214.2;186.1;11.1;415;358-1922
0;236.9;157.6;241;7.3;510;346-1629
0;159.7;216.7;206.7;9.3;415;347-1870
0;148.2;220.4;134.2;9.2;415;374-9576
0;150.9;268.6;179.9;14.7;408;380-1096
28;210.5;250.5;241.6;11.5;415;396-5790
24;170.9;201.4;159;4.1;415;356-5244
0;254.7;90.2;153.4;10.6;510;341-1412
0;284.4;157;242.8;8.4;415;387-7371
0;0;159.6;167.1;6.8;415;392-2555
0;133.7;187.8;181.9;10.7;408;403-9167
0;224.9;191.9;229.9;10.3;408;338-6550
0;151.8;209.9;266.9;11.9;408;357-5801
22;141.4;163;220;5.6;510;403-1953
0;285.7;230.9;230.7;14.8;408;357-6039
0;58.4;262.2;159;11.9;415;388-9653
16;90.4;201.3;227.1;13.1;415;359-2915
0;114.4;216.6;250.6;11;408;381-4562
0;147.7;222.7;163.5;12.8;408;406-2213
31;302.7;240.5;193.9;13.6;408;330-6436
0;136.1;204.2;228.2;11.3;415;332-4289
0;169.7;165.9;191.9;12.8;408;386-3596
0;227.2;194.4;243.4;14.9;510;337-3740
0;217.8;220.6;277.3;10.3;415;414-1496
0;124.2;123.9;135.7;13.1;415;349-7291
0;206.2;232.4;251.6;13.6;415;385-1985
0;132.9;67;160.4;9.9;510;329-7102
31;104.9;237.6;263.4;7.7;415;394-2553
0;245;250.7;270.2;13.7;415;339-1330
0;184.5;224;180.5;11.6;408;398-1959
0;89.5;179.3;225.1;12.3;415;408-7015
0;235.6;194.8;170.6;8.6;415;384-9254
0;186;262.3;98.9;11.5;408;355-9475
0;223.9;155.7;150.2;7.3;415;334-1337
0;179.5;162.3;264.5;6.6;510;359-1441
0;169.4;253.5;197.1;8.9;415;391-5442
0;118.1;144.3;225.1;8.2;408;374-1551
0;112;193.7;208.9;4.1;415;399-6233
32;168.4;225.9;191.8;8.5;408;337-4749
42;214.3;188.2;333.5;11.3;415;403-5552
0;245.7;241.9;285.3;4.2;415;405-3097
34;156.6;71;261.7;13.4;415;364-9240
43;142.8;272.3;193.4;8.9;415;404-9348
0;202.4;230.7;202;10.2;415;336-1462
0;116.8;123.1;217.5;12;415;364-8981
0;155.7;260.3;192.2;11;510;412-7606
39;236.1;289.2;175.4;9.1;415;380-6342
21;138.1;260.1;135.4;8.2;415;418-3017
0;51.9;162;223.5;10.1;408;367-3648
0;81.3;220.6;235.7;8.9;510;341-5892
35;171.5;153.1;165.6;7.1;415;334-4678
0;126;144.3;302.8;7.6;415;366-6751
0;197.2;156;204.1;9.9;415;397-8512
0;194.1;227.2;190.4;15.3;510;367-9495
0;115.7;127.8;107.5;9.3;510;379-2991
29;157.2;196.3;226.7;8.4;510;356-4832
0;269.7;207.6;214.2;4.5;415;413-4040
0;246.4;228.1;166.4;9.1;415;366-4444
0;227.4;268.5;143.3;13;510;394-3806
0;189.8;115.5;191.3;12.2;415;368-5647
27;188.9;160.9;197.7;11.5;415;412-1076
0;0;192.1;168.8;7.2;510;413-7655
19;110.5;227.8;243.6;11;408;371-2316
0;167.6;219.2;215.9;11.7;408;420-3346
0;132;197.5;175.8;0;415;367-3971
0;167.8;247.9;155.1;11.9;408;417-5813
0;213.4;204.7;256.6;5.7;415;421-8535
0;175.4;98.3;201.9;10.6;510;375-1721
39;82.6;224.4;163.6;9.5;510;331-8484
0;143.2;88.1;233.2;8.8;510;366-5829
0;125.5;269.8;235.8;8.9;415;367-7906
31;82.3;256.1;229.6;11.8;415;412-2520
0;165.6;195.9;118.3;11.8;408;386-9177
30;183.1;232.6;248.3;8.4;415;420-6780
0;162.1;212.1;260.4;12.2;408;401-1454
0;166.6;192.4;167.9;7.7;510;379-2508
24;135.9;233.2;210.6;9.4;415;353-3492
20;165.7;215.6;243.3;9.8;408;406-4840
0;176.1;174.9;234.7;9.7;415;391-7982
0;142.3;204.5;203.1;9.1;510;379-9821
0;177.6;296.8;192.9;7.6;510;398-7414
0;83.2;190.6;150.5;10.7;408;338-8566
37;235;183.3;139.8;5.7;415;397-3058
0;105.7;141.8;180.5;6.6;415;389-8096
0;149.4;171.9;214.5;17.9;415;393-6840
20;264.7;216.5;210.7;10.4;415;360-7404
31;160.3;221.5;261.6;5.6;510;411-5740
28;95.9;159.5;152.8;10.4;415;412-3726
0;140.7;195.2;252.9;11.7;408;372-7326
0;119.7;231.8;222.3;4.6;510;338-9873
30;99.9;263.5;254.7;9.8;415;383-4322
0;250.9;171.4;148.6;9.6;415;401-7654
0;200.6;289.5;98.3;11.2;415;410-5455
38;209.8;196.6;233;7;510;419-4310
34;198;273.7;217.9;7.6;415;367-2056
0;239.8;128.9;249.9;11.3;510;363-6695
0;164.5;147.9;252.7;11.2;415;374-6217
0;220.9;192.2;161;12.2;510;337-9569
37;112.8;243.9;178.7;13.2;408;350-9720
19;112.6;261.7;123.5;11.1;415;380-4080
26;226.4;234.7;133.6;10.8;510;333-7460
34;244.9;219.6;210.8;9.7;415;378-3722
0;203.2;235.8;224.9;15.1;510;353-9339
0;136.7;243.1;188.9;8.6;415;386-6535
0;152.6;208.9;119.1;5;408;403-5575
47;274.9;186.6;245;8.8;408;331-5962
0;195.7;209.1;201.1;8.3;510;390-9627
0;204.3;188.8;139.4;9.2;415;406-4560
0;222.3;146.2;275.6;8.9;415;359-6931
8;222.5;171.5;377.5;9.7;510;331-7342
28;128.8;157.3;147.4;10.3;415;367-2227
0;174.3;171.3;220.8;8.3;415;335-8836
0;242.5;162.3;184.1;7.8;415;398-6703
0;221.6;285.2;167.4;12.7;415;370-8379
0;114.3;221.1;126.3;10.9;408;335-3880
33;219.7;186.8;184.5;9.5;415;375-8761
0;144.9;151.3;252.4;12.3;510;367-1398
40;236.5;117;221.1;8.1;415;395-7857
44;174;209.4;224.1;14.1;408;398-8745
0;109.5;332.1;258.6;6.6;408;386-3717
33;81.6;235.6;150.9;9.9;510;330-1175
0;133.4;121;254.7;5.9;415;418-6752
0;137.1;209.8;238.4;8.6;408;349-6464
0;197;190.4;211.9;16.1;415;366-7331
0;198.1;156.7;182.1;9.3;415;361-8288
0;39.5;264.3;185.8;10;408;377-6635
0;199.5;207.5;83.9;8.1;408;408-1513
0;156.8;215.8;223.3;7.6;415;370-7546
0;183.4;237.6;228;9;415;389-4278
0;132.4;121.6;197.7;8.6;510;379-3012
0;63.2;220.2;184;5.1;415;355-3620
35;181.1;215.9;216.3;16.9;415;413-7743
27;117.5;206.8;194.4;4.2;510;372-2296
27;218.7;163.4;173.8;15;415;333-9728
41;207.3;137.3;115.7;5.9;415;415-6110
0;150.6;301.5;158.7;8.1;415;340-9803
0;273.3;263.6;165.2;12;415;400-7002
0;266.1;182;206.5;10.3;415;395-7435
0;112.8;156.7;249.6;16.3;408;336-7143
0;104.7;82.2;169.4;15.8;415;352-2175
35;193.8;197.6;218.8;5.9;510;346-6352
0;168.6;298;194.7;9.8;415;405-7467
0;253.2;201;195.3;9.7;415;379-8526
16;174.7;232.1;305.4;8.9;415;410-5713
0;87;193.6;205.8;11;408;408-5916
34;204.5;132.8;190.1;14.8;415;370-5626
0;226.5;152.1;164.4;9.4;408;408-1331
0;234.1;163.1;282.5;10;510;419-9688
0;133.3;182.9;241.1;12.9;415;343-5219
0;133.9;166.4;193.5;15.4;415;401-5586
0;160.2;138.9;312.5;9.7;510;377-9178
44;230.6;224.1;244;11.1;415;345-5639
0;227.4;176;206.1;6.3;408;336-3488
0;72.8;267.1;222.5;11.8;415;414-6426
0;196.1;296.5;211.5;7;415;335-5591
0;197.1;165.9;227.3;12.8;408;421-9144
0;219.6;303.3;154.5;9.7;408;422-7728
30;153.4;151.4;153.8;12.8;415;344-3466
0;216;186.9;210.7;4.9;415;398-7978
32;222.9;262;191.4;10.8;510;346-8368
36;115.9;236.6;255;11.7;415;392-2722
0;189.8;147.7;172.7;10.6;510;393-3274
0;154.7;298;210.2;11.1;408;339-4636
0;136.4;202.5;230.7;11.5;415;349-7138
0;170.5;277.5;162.5;12.2;408;363-3295
0;272.4;107.9;185.5;12.7;510;407-9830
40;210;232.7;168.8;5.9;510;333-8822
17;236.5;163.1;236.7;12.2;415;419-6418
0;153.9;220.1;280.5;8.5;510;351-8955
0;223;227;188.3;8.8;408;338-1840
0;252.4;167.9;248.3;10.7;415;336-6997
0;197.9;168.1;239.8;12;408;408-6266
0;152.4;274.6;252.2;6.6;408;332-4291
40;237.4;175.9;210.3;9.2;510;355-7895
0;265.6;180.7;211.1;8.6;408;348-2916
0;197.3;305.8;171;6.7;415;339-8132
14;199.1;221.8;65.7;4.2;408;374-1684
0;233.7;207.9;212.7;12;415;362-7604
0;183.1;160.1;311.8;7;415;389-3206
0;139.4;143.4;225.2;10;408;336-2829
0;213.9;260.5;233.8;8.4;415;403-8916
0;207.1;200.1;194.2;12.4;415;384-1135
0;139.7;202.6;203.6;11.3;415;390-2320
0;177.2;228.7;194.3;8.9;408;398-8578
35;169.8;173.7;214.6;9.5;415;393-9424
0;173.5;244.3;221.6;9.7;415;417-6330
0;159.9;172.2;263.2;5.6;510;340-6339
0;115.1;196.8;212.4;11.4;415;380-6571
19;136.8;179.5;71.1;12.5;510;368-6488
0;92.2;211.2;129.1;13.1;415;363-2193
23;243.9;133;213.7;13.4;415;328-1206
0;117.1;235.4;221.3;9;510;385-3540
0;223.3;167.1;203;4.5;415;337-7167
0;154.8;171.5;227.3;10.6;510;372-8405
0;261.4;215.7;271.8;8;510;377-1273
0;46.5;186;167.5;9.6;510;380-7816
18;149.9;170.9;171.5;11.5;415;402-6744
0;242.2;226.1;252;13.9;510;400-2181
0;259.4;172.7;293.7;10.7;510;366-1613
0;222.4;185.8;237.7;12;415;347-8205
0;69.4;190.8;219.9;8.9;415;328-2982
21;156.5;209.2;158.7;11.1;408;384-8723
0;61.2;92.3;197.4;13.7;415;341-7686
0;245.2;101.5;152.3;10.7;408;353-6038
0;102.3;135.2;199.7;15.7;408;416-8827
36;230.9;167.6;270;7.6;415;418-8450
0;227.4;211.5;258.2;11.9;510;385-7861
0;192.8;158;235.5;12.7;510;393-3507
0;162.6;206.2;141.6;8.2;408;372-5262
38;219.4;180.5;104.1;11;510;411-3095
0;137.2;165.9;182.3;14.3;415;331-5919
0;87.7;278.2;170.6;10.5;415;402-1556
0;271.1;172;169.2;10.3;415;349-7362
0;103.4;189.3;227.2;14.4;408;339-2734
0;52.2;220.1;112.3;11.4;408;330-4914
0;165.4;273.7;210;8.7;415;371-2500
0;147.5;191.7;135;16.4;408;335-3681
0;217.8;214.7;228.7;11.3;415;405-1132
0;235.7;136.9;220.9;13.3;415;399-9239
22;204.5;139.6;205;8.6;510;350-7227
0;178.4;247;259.9;9.6;408;384-6654
32;130.1;247.2;289.4;13.5;415;376-4271
34;103.7;236.3;256.6;14.8;415;391-8124
0;239.9;177.1;217.2;5.9;415;393-2524
0;148.4;267.1;151.5;8.9;408;384-4385
0;148.6;210.8;203.7;10;408;377-8266
0;191.1;129.2;207.5;12.9;415;345-1243
39;218.5;112.7;205.1;7.3;415;394-8086
0;97.5;195.8;288.8;0;510;348-9145
0;128.7;117.6;198.4;10.8;415;376-5201
38;236.6;197.5;209.5;9.5;415;356-2093
0;85.9;226.7;279.6;15.6;415;353-2080
27;141.2;167.7;274.4;11.4;415;397-7500
31;194.4;176;230.1;11.5;415;414-5786
0;167.6;154.5;281.4;17.3;415;388-4282
0;234.5;164.2;191.4;6.1;408;415-5132
0;154.2;196.7;253.5;10.1;510;352-4541
14;143.2;169.9;221.6;11.6;415;373-5928
40;216.4;249.7;185.9;12.7;415;406-7737
35;161.9;151.2;191;8.5;510;332-7607
0;118.7;205.1;172.2;10.4;408;359-7788
0;179.1;196.6;186.7;10.2;408;384-1549
0;147.9;209.3;162.1;8.8;415;352-8508
38;209.2;116.6;109.6;16.5;415;404-1002
29;244.3;322.3;166.8;10.6;415;414-2905
34;175.3;262.3;143.9;5.6;415;380-9849
0;150.5;120.3;271.2;9;510;387-6498
25;197.4;295.7;211.7;13.2;415;360-6024
0;163.5;143.7;253.4;12.6;510;352-5815
0;236.9;197.7;309.1;11.4;415;366-2273
0;82.3;167.2;194.7;7.2;415;414-9119
0;216;153.7;227;12.7;415;409-8796
0;180;198.8;217.1;12.4;415;337-2442
0;143.7;173.1;239.1;5.8;415;404-1931
39;198.2;280.4;129.6;11.3;415;367-9765
29;185.6;219.7;152.1;11.1;415;378-7299
0;137.6;162;187.7;5.8;408;410-5192
0;273.9;278.6;255.3;10.9;415;405-1108
31;125.3;141.2;168.2;6.3;415;392-1734
0;178.8;167.9;178.9;8.6;415;395-6030
49;214.9;198.2;170.8;8.2;510;330-5168
0;163;203.9;159;15.1;408;334-3142
29;163.8;134.9;79.3;8.8;415;362-9983
0;189.5;204.9;221.7;13.4;510;414-2606
26;155.2;230.9;261.6;4.5;415;402-4501
0;242.3;350.9;163.1;11.3;510;387-2604
44;254.1;180.2;196.2;8.7;415;400-3343
33;112;208;150.3;11.3;510;353-2450
0;115.5;267.3;114.2;13.3;408;406-2032
0;137.1;210.8;191.4;11.1;415;409-4462
0;198.4;235.9;325.6;10.1;415;392-5941
19;132.7;204.6;154.7;12.9;415;334-9182
25;219.6;210.4;242.7;13.8;408;346-3445
0;169.6;234.7;285.4;11.2;415;368-9507
0;160.4;293.9;306.6;12.6;408;382-3966
20;95;167.9;200.6;11.2;415;334-5844
0;160.1;256.7;270;7;415;362-9411
0;194.6;232.8;173.4;3.8;415;390-3565
0;236.4;287.3;192;13.8;415;417-4810
0;157.1;213.1;280.4;7.6;408;384-3389
0;179.8;173.2;272.8;10.9;415;414-9717
0;148.2;161.8;259.3;11;415;357-1700
39;183.2;209.4;172.4;11.9;415;376-7207
0;119.2;168.3;204.7;12.2;415;368-7706
35;224;192;163.1;9.6;408;346-4216
21;19.5;140.9;179.7;7.9;510;370-9533
0;184.8;248.6;133.1;9.6;415;372-1493
0;176.3;201;161.9;11.3;408;387-6031
0;241.7;168.5;169.8;11.1;415;366-6248
38;224.7;294;290;9.8;510;369-3756
0;207.3;198.4;114.1;8.6;510;363-1719
0;196.8;168;132.6;12.7;408;402-6666
0;110.9;115.6;190.5;15.8;510;408-9779
0;122.5;273.3;197.8;8;510;407-2441
0;226.9;201.6;130.2;13.2;510;384-5027
0;187;141.4;238.2;10;510;380-3161
0;170.5;193.2;188;11.2;415;360-8135
0;204.8;161;285.7;9.5;415;399-5426
0;165.9;235.9;210.1;12;415;385-2564
0;154;198.9;151.9;9.5;510;337-8618
29;158.1;322.2;210;8.9;510;354-8491
0;225.2;215.1;241.8;9.1;415;394-6278
0;159.4;179.5;167.8;9.7;408;405-2276
0;172.7;139.1;174.3;11.7;510;376-1000
0;222.8;175.8;202;11;415;397-1659
0;214.1;240.5;188.9;10.1;415;379-3953
0;54.8;173;195.1;7.5;408;418-6512
0;134;174.5;311.1;7.3;408;392-5296
0;184.8;175.1;158.2;10.5;510;355-3814
36;283.1;286.2;261.7;11.3;415;375-2098
0;291.8;214.3;151.2;9.9;510;372-7990
0;222.7;105.8;214.8;13.5;408;356-4558
0;174.5;236.8;270.4;8.5;510;398-5788
0;68.4;193.3;171.5;10.4;408;390-4003
31;273;215.5;104.7;9.6;408;332-8103
0;225.3;108.2;139.6;17.3;415;406-9926
23;283.2;162.6;177.7;7.2;415;418-2402
0;131.4;219.7;155.7;11.1;510;384-3299
12;89.7;138.6;165.8;10.7;510;378-9090
0;127.1;247.7;207.7;5;510;350-6473
28;105.9;231.7;281.3;10.7;415;379-4583
0;142.3;158;177.5;6;408;411-5078
0;191.3;138.5;246;6.4;510;347-4982
36;201.9;156.3;131.3;13.7;408;341-9274
0;247.3;182.7;143.2;14.7;415;353-7461
38;242.2;159.7;210;8.9;408;371-7366
0;127.3;222.3;173.9;13.7;415;395-7923
0;162;241.2;210.4;10.9;408;351-8398
33;179.1;238.3;165.7;10.6;415;329-2204
31;197.4;123.4;115.6;12.3;415;407-7507
0;148.2;308.7;235.4;6.4;415;405-8075
0;193.1;172.1;129.6;10.2;415;390-9698
0;171.7;174.8;189.6;7.8;408;403-4917
35;198.5;270.6;209.9;8.1;408;391-6709
24;121.7;184;266.6;12.7;415;389-5988
0;130.2;278;305.4;14;415;372-1534
0;203.4;168.6;173;13.7;510;395-6369
0;174.7;280.8;171.7;10.5;415;400-3197
0;241;231.8;220.2;9.9;510;377-4169
0;141.7;221;227.1;10.2;415;384-5343
0;134.8;167.2;161.5;7.7;408;338-4472
0;163.1;249.4;168.2;9;415;332-2126
0;145.5;228.4;273.4;8.9;408;349-2157
0;329.8;208.3;267.1;10.6;510;393-4823
0;194.5;186.3;178.3;12.7;510;385-2683
0;131.9;272.7;192.8;7.1;510;345-8350
29;150;159.4;228.1;8.5;408;334-4506
30;196.6;241.4;226;12.9;415;332-3544
0;99.7;145.1;149.4;14.1;510;380-5102
0;143.6;141.8;194;10.8;415;395-6149
40;231.9;211.8;268.5;12.3;408;398-8122
0;37.8;155.3;175;14.2;415;334-4438
0;72.8;186.4;175.3;10.5;415;384-7459
39;94.8;219.1;197.4;11.4;408;368-3931
15;221.8;210.6;221.8;12.4;415;353-1352
0;269;233.7;179.3;7.3;415;348-5725
0;268.3;185.5;264.6;6.3;415;365-2008
27;198.7;249;173.2;12.5;415;393-3635
0;115.5;218.1;254.9;11.5;415;380-8727
0;202.1;195.7;291.8;13.3;415;381-2376
0;215.6;200.6;153.8;12.4;510;365-8114
0;169.9;209.4;206.1;11.5;408;415-5008
0;201.7;169.4;286.3;6;510;392-8318
0;221.1;160.2;161.8;8.4;408;401-4007
32;218.7;115;192.7;9.4;510;338-7709
0;293.7;272.5;178.2;11;415;374-1981
0;120.3;240.4;216.4;7.7;415;333-5101
26;175.8;206.6;178;11.1;415;345-3734
0;278.5;240.7;120;11.6;510;384-5004
29;236.3;190.8;129;7.2;408;341-9396
0;273.8;119.6;267.6;11.7;415;408-6302
0;131.1;160.5;206.9;5.6;408;348-7193
23;167.4;258.6;116.4;11.2;415;417-4063
0;197.7;250.5;181.2;10.5;408;375-6911
0;169.5;230.9;269.8;9;415;358-3604
17;225.2;173.4;145.8;11.7;415;339-7485
0;174.5;213.7;164.7;10.3;408;368-3078
0;129.7;177.5;228.9;7.5;510;418-7055
0;200;107.9;233.7;11.4;415;386-9981
36;95.9;261.6;228.6;13.3;510;366-2541
25;152.8;242.8;147.4;9.1;510;335-3110
0;129.9;208.7;231.4;14.3;510;400-7809
0;268.4;150.6;297.9;9.7;415;404-3106
0;188.5;148.3;179.8;15.2;415;333-2337
0;170.6;162.1;210.7;6.1;408;353-6482
0;191.4;200.7;230.1;8.2;415;397-8162
0;75.3;179.9;193.8;12.3;510;380-6722
0;149.8;276.3;241.4;10.9;510;329-2918
0;115.9;111.3;170.2;7.1;510;348-8022
0;128.8;203.9;282.6;14.1;408;388-4459
